Fahrgast_ID,Spawnzeit,Einsteigzeit,Austeigezeit,Wartezeit,Startetage,Zieletage,Nimmt_Treppenhaus
278,2785.758982546339,2810.612478395246,2820.612478395246,24.853495848906732,0,1,False
274,2750.602223665126,2768.5546430089416,2823.5546430089416,17.952419343815563,0,8,False
282,2801.4214651897187,2810.612478395246,2830.612478395246,9.19101320552727,0,2,False
275,2756.8253391200865,2768.5546430089416,2833.5546430089416,11.729303888855156,0,9,False
280,2794.366914591584,2810.612478395246,2840.612478395246,16.245563803661753,0,3,False
281,2795.9489639982676,2810.612478395246,2840.612478395246,14.663514396978371,0,3,False
279,2788.2438980379084,2810.612478395246,2850.612478395246,22.368580357337578,0,4,False
285,2843.058306997728,2848.778677608054,2863.778677608054,5.720370610325972,0,2,False
286,2844.0933923810944,2848.778677608054,2883.778677608054,4.685285226959422,0,5,False
284,2831.4556736437453,2848.778677608054,2893.778677608054,17.323003964308555,0,6,False
287,2875.350640243171,2895.350640243171,2905.350640243171,20.0,0,1,False
283,2828.778677608054,2848.778677608054,2908.778677608054,20.0,0,8,False
288,2904.0183969745303,2909.0183969745303,2949.0183969745303,5.0,0,7,False
289,2928.0491997428553,2933.0491997428553,2958.0491997428553,5.0,0,4,False
292,2940.157153253743,2968.0491997428553,2978.0491997428553,27.89204648911209,0,1,False
296,2980.5058691156823,2983.0491997428553,2993.0491997428553,2.5433306271729634,0,1,False
290,2933.1497035997527,2968.0491997428553,2998.0491997428553,34.899496143102624,0,4,False
291,2939.157153253743,2968.0491997428553,3008.0491997428553,28.89204648911209,0,5,False
294,2969.064954642454,2983.0491997428553,3023.0491997428553,13.984245100401495,0,6,False
293,2960.0240851911885,2968.0491997428553,3033.0491997428553,8.025114551666775,0,9,False
297,2990.7479519391127,2995.7479519391127,3040.7479519391127,5.0,0,8,False
295,2971.1182486524876,2983.0491997428553,3043.0491997428553,11.930951090367671,0,9,False
298,2998.3115132525254,,,60.0,0,7,True
299,3000.762613903364,,,60.0,0,8,True
305,3079.723973500618,3083.0491997428553,3108.0491997428553,3.325226242237477,0,4,False
307,3085.8360155446794,3085.8360155446794,3110.8360155446794,0.0,0,4,False
304,3062.9703832496025,3083.0491997428553,3118.0491997428553,20.078816493252816,0,5,False
306,3081.073963117464,3083.0491997428553,3118.0491997428553,1.975236625391517,0,5,False
300,3031.213712471568,3083.0491997428553,3133.0491997428553,51.83548727128709,0,7,False
308,3093.7057732197454,3098.7057732197454,3138.7057732197454,5.0,0,7,False
303,3050.8363330486022,3083.0491997428553,3143.0491997428553,32.21286669425308,0,8,False
309,3106.211058286328,3135.8360155446794,3145.8360155446794,29.624957258351515,0,1,False
301,3041.6537594613396,3083.0491997428553,3153.0491997428553,41.395440281515675,0,9,False
302,3049.8363330486022,3083.0491997428553,3153.0491997428553,33.21286669425308,0,9,False
316,3127.431667971929,3135.8360155446794,3155.8360155446794,8.40434757275034,0,2,False
314,3114.64170343895,3135.8360155446794,3175.8360155446794,21.194312105729296,0,5,False
310,3107.9948980800696,3135.8360155446794,3185.8360155446794,27.84111746460985,0,6,False
312,3112.336202107331,3135.8360155446794,3185.8360155446794,23.49981343734862,0,6,False
313,3113.64170343895,3135.8360155446794,3185.8360155446794,22.194312105729296,0,6,False
311,3108.9948980800696,3135.8360155446794,3200.8360155446794,26.84111746460985,0,8,False
315,3116.006378485446,3135.8360155446794,3210.8360155446794,19.82963705923339,0,9,False
321,3192.1878492507603,3203.660573920351,3218.660573920351,11.472724669590662,0,2,False
317,3146.2580906051166,3181.2580906051166,3221.2580906051166,35.0,0,7,False
319,3177.6758395872116,3181.2580906051166,3231.2580906051166,3.582251017905037,0,8,False
322,3193.695705614819,3203.660573920351,3233.660573920351,9.964868305532036,0,4,False
323,3200.635088899152,3203.660573920351,3233.660573920351,3.0254850211990743,0,4,False
318,3152.2860965923187,3181.2580906051166,3241.2580906051166,28.97199401279795,0,9,False
324,3202.9612637889522,3203.660573920351,3248.660573920351,0.6993101313987609,0,6,False
320,3183.660573920351,3203.660573920351,3263.660573920351,20.0,0,8,False
